classification_ethnologue,classification_glottolog,classification_wals,code_glottolog,code_iso,code_wals,description,ethnologue_family,glottolog_family,id,jsondata,latitude,long_extinct,longitude,markup_description,name,number_of_speakers,pk,recently_extinct,txt,wals_family,wals_genus,wordlist_pk,year_of_extinction
,,Oth.UNCLASSIFIED,,,,,,,ESKAYAN,{},9.43,False,124.24,,Eskayan,0,7199,False,"ESKAYAN{Oth.UNCLASSIFIED||@}
 1    9.43  124.24           0            
1 I	narin //
2 you	samo //
3 we	arh~itika //
11 one	oy //
12 two	%tri // loan (ABVD)
18 person	bolto //
19 fish	%pir // loan from Spanish pez (ABVD)
21 dog	plodo //
22 louse	hoko //
23 tree	 //
25 leaf	saliti, %daloha // must be derived from Sp. hoja (SW)
28 skin	%pil // loan from Spanish piel (ABVD)
30 blood	alw~atis //
31 bone	giro //
34 horn	 //
39 ear	klabara //
40 eye	sim //
41 nose	jiomint~ir //
43 tooth	prind~ido //
44 tongue	golitas //
47 knee	ilkdo //
48 hand	dapami //
51 breast	palda //
53 liver	was //
54 drink	ojirim, porx~irim //
57 see	mosimsati //
58 hear	yant~isi //
61 die	modowati //
66 come	lari, kimtak //
72 sun	%astro // Spanish loan?
74 star	pisakol //
75 water	koly~ar //
77 stone	sabana //
82 fire	polo7iso //
85 path	rakilan //
86 mountain	 //
92 night	kloper //
95 full	 //
96 new	tibil //
100 name	laNg~is, laNis //",,,7199,
"Indo-European,Germanic,North,WestScandinavian","Indo-European,Germanic,NorthwestGermanic,NorthGermanic,WestScandinavian,Icelandic-Faroese",IE.GERMANIC,faro1244,fao,far,,Indo-European,Indo-European,FAROESE,{},62.0,False,-7.0,,Faroese,69150,2188,False,"FAROESE{IE.GERMANIC|Indo-European,Germanic,North,WestScandinavian|@Indo-European,Germanic,NorthwestGermanic,NorthGermanic,WestScandinavian,Icelandic-Faroese}
 1   62.00   -7.00       69150   far   fao
1 I	Eg //
2 you	ti //
3 we	vit //
11 one	oin, oit //
12 two	tvoir, tvEi //
18 person	mEdn~iSa //
19 fish	fiskur //
21 dog	hundur //
22 louse	lis //
23 tree	trEa //
25 leaf	bla //
28 skin	Sidn~ //
30 blood	ble //
31 bone	boin //
34 horn	hodn~ //
39 ear	oira //
40 eye	Eiga //
41 nose	nes //
43 tooth	todn~ //
44 tongue	tuNga //
47 knee	kh~nEa //
48 hand	hond //
51 breast	brest //
53 liver	livur //
54 drink	drekh~a //
57 see	suigy~a //
58 hear	hoira //
61 die	doigy~a //
66 come	kh~oma //
72 sun	sel //
74 star	Serna //
75 water	vatn //
77 stone	stoinur //
82 fire	Eldur //
85 path	geta, vEgur //
86 mountain	fy~adl~ //
92 night	not //
95 full	fudl~ur //
96 new	nuigy~ur //
100 name	navn~, nam //",,germanic,2188,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Northern","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani,CentralRomani,NorthwesternRomani",IE.INDIC,kalo1256,rmf,,,Indo-European,Indo-European,FINNISH_ROMANI,{},61.2,False,21.93,,Finnish Romani,11650,2267,False,"FINNISH_ROMANI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Northern|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani,CentralRomani,NorthwesternRomani}
 1   61.20   21.93       11650         rmf
1 I	me //
2 you	tume //
3 we	ame //
11 one	iek //
12 two	duy //
18 person	komunis //
19 fish	maCo, xienosko maCo // (fish, sea fish)
21 dog	juklo //
22 louse	ju, juv //
23 tree	kat, ruk //
25 leaf	patrik //
28 skin	morCi, %sippa // loan from Greek
30 blood	rat //
31 bone	%kokalos, %pokalos // loan from Greek
34 horn	xin, xing~ //
39 ear	kan, xunniboskiero //
40 eye	yak, kh~a // (unmarked, pl. tantum)
41 nose	nak //
43 tooth	dan //
44 tongue	Cimb~ //
47 knee	Cang~ //
48 hand	vast //
51 breast	berek, kolin //
53 liver	%bukkos // (also ""lung"")  probably borrowed from an unidentified language (LWT)
54 drink	mattavela, pila //
57 see	dikkela //
58 hear	xunnela //
61 die	merela //
66 come	avela //
72 sun	dives, kh~am //
74 star	xerna, glimmos //
75 water	pani //
77 stone	bar, barro //
82 fire	yang~, xaCiba //
85 path	%pieresko drom // drom is loan from Greek (LWT)
86 mountain	bar, halla //
92 night	rat //
95 full	ph~erdo, ph~ervalo //
96 new	fereko, nevo //
100 name	nao //",,indic,2267,
"Indo-European,Germanic,West,LowSaxon-LowFranconian,LowFranconian","Indo-European,Germanic,NorthwestGermanic,WestGermanic,Franconian,LowFranconian,Macro-Dutch,Middle-ModernDutch,ModernDutch",IE.GERMANIC,vlaa1240,vls,,,Indo-European,Indo-European,FRANS_VLAAMS,{},51.04,False,2.38,,Frans Vlaams,1204000,2189,False,"FRANS_VLAAMS{IE.GERMANIC|Indo-European,Germanic,West,LowSaxon-LowFranconian,LowFranconian|@Indo-European,Germanic,NorthwestGermanic,WestGermanic,Franconian,LowFranconian,Macro-Dutch,Middle-ModernDutch,ModernDutch}
 1   51.04    2.38     1204000         vls
1 I	ik //
2 you	gi, yE //
3 we	mE, vid3r //
11 one	en //
12 two	tve //
18 person	mEnS //
19 fish	fiS //
21 dog	unt, ount //
22 louse	lus //
23 tree	bom //
25 leaf	blEt //
28 skin	fEl //
30 blood	blut //
31 bone	ben //
34 horn	 //
39 ear	or3 //
40 eye	og3 //
41 nose	niuz3 //
43 tooth	tant //
44 tongue	tuN3 //
47 knee	kni //
48 hand	ant //
51 breast	borst //
53 liver	lev3r //
54 drink	driNk //
57 see	zi //
58 hear	or //
61 die	dot ga //
66 come	kom //
72 sun	zun3 //
74 star	stEr3 //
75 water	vEt3r //
77 stone	sten //
82 fire	fir //
85 path	vek //
86 mountain	berk //
92 night	nat //
95 full	ful //
96 new	nieu //
100 name	nEm3 //",,germanic,2189,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,O\""il,French","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,GlobalFrench",IE.ROMANCE,stan1290,fra,fre,,Indo-European,Indo-European,FRENCH,{},48.0,False,2.0,,French,75917870,2476,False,"FRENCH{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,O\""il,French|@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,GlobalFrench}
 1   48.00    2.00    75917870   fre   fra
1 I	j3 //
2 you	ti, vu //
3 we	nu //
4 this	s3si //
5 that	s3la //
6 who	ki //
7 what	kwa //
8 not	n3 pa //
9 all	tu //
10 many	boku //
11 one	oe* //
12 two	de //
13 big	gra* //
14 long	lo* //
15 small	p3ti //
16 woman	fam //
17 man	om //
18 person	om //
19 fish	pw~aso* //
20 bird	wazo //
21 dog	Sia* //
22 louse	pu //
23 tree	arbr3 //
24 seed	gran //
25 leaf	f3y //
26 root	rasin //
27 bark	ekors //
28 skin	po //
29 flesh	vy~a*d //
30 blood	sa* //
31 bone	os //
32 grease	grais //
33 egg	3f //
34 horn	korn //
35 tail	ke //
36 feather	ply~m //
37 hair	S3ve //
38 head	t3t //
39 ear	ore //
40 eye	3y //
41 nose	ne //
42 mouth	buS //
43 tooth	da* //
44 tongue	la*g //
45 claw	o*gl //
46 foot	py~e //
47 knee	j3nu //
48 hand	ma* //
49 belly	va*tr //
50 neck	ku //
51 breast	pw~atrin //
52 heart	k3r //
53 liver	fw~a //
54 drink	bw~a //
55 eat	ma*g //
56 bite	mord //
57 see	vw~a //
58 hear	o*ta*dr //
59 know	savw~a //
60 sleep	dormi //
61 die	muri //
62 kill	tue //
63 swim	naje //
64 fly	vw~ale //
65 walk	marSe //
66 come	v3ni //
67 lie	seta*dr, etra*da*dE //
68 sit	sasw~a, etrasi //
69 stand	s3l3ve, s3t3nird3vu //
70 give	done //
71 say	di //
72 sun	sole //
73 moon	len //
74 star	etw~ol //
75 water	o //
76 rain	plui //
77 stone	py~er //
78 sand	sabl //
79 earth	ter //
80 cloud	nuaj //
81 smoke	fEme //
82 fire	fe //
83 ash	sa*dr //
84 burn	brule //
85 path	rut //
86 mountain	mo*taj //
87 red	ruj //
88 green	ver //
89 yellow	jon //
90 white	bla* //
91 black	nw~ar //
92 night	nui //
93 hot	So //
94 cold	fr~wa //
95 full	pl3* //
96 new	nuvo //
97 good	bo* //
98 round	ro* //
99 dry	s3k //
100 name	no* //",,romance,2476,
"Indo-European,Germanic,West,Frisian","Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Anglo-Frisian,Frisian",IE.GERMANIC,west2354,fry,frw,,Indo-European,Indo-European,FRISIAN_WESTERN,{},53.0,False,6.0,,Frisian Western,470120,2190,False,"FRISIAN_WESTERN{IE.GERMANIC|Indo-European,Germanic,West,Frisian|@Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Anglo-Frisian,Frisian}
 1   53.00    6.00      470120   frw   fry
1 I	ik //
2 you	do, yo //
3 we	vEi //
11 one	i3n, yin //
12 two	tw~a, tva //
18 person	mi*nsk //
19 fish	fisk //
21 dog	hun //
22 louse	lis //
23 tree	bi3m, by~Em //
25 leaf	blEt //
28 skin	hut //
30 blood	blu3t //
31 bone	boNk3 //
34 horn	ho3n, hw~an //
39 ear	i3r //
40 eye	i3x //
41 nose	nes, nas3 //
43 tooth	tosk //
44 tongue	toN3, toNg3 //
47 knee	knib3l //
48 hand	hon //
51 breast	bo3st, bast //
53 liver	lew3r //
54 drink	driNk3 //
57 see	sy~En //
58 hear	hy~Er3, hi3r3 //
61 die	sty~Er3, di3gi3n //
66 come	kom3 //
72 sun	sin3 //
74 star	sty~Er //
75 water	vEt3r //
77 stone	sti3n //
82 fire	fy~u3r //
85 path	dik, dEik //
86 mountain	bErx //
92 night	nat //
95 full	fol //
96 new	nEy, nEi //
100 name	nam3 //",,germanic,2190,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian",IE.ROMANCE,friu1240,fur,,,Indo-European,Indo-European,FRIULIAN,{},46.17,False,12.9,,Friulian,300000,2477,False,"FRIULIAN{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian|@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian}
 1   46.17   12.90      300000         fur
1 I	yo //
2 you	tu //
3 we	nou, noaltris //
11 one	uN //
12 two	doi //
18 person	pErsoN //
19 fish	pes //
21 dog	CaN, ky~aN //
22 louse	pEdoli //
23 tree	arbul //
25 leaf	fw~eE //
28 skin	py~el //
30 blood	saNk //
31 bone	vw~es //
34 horn	kw~ar //
39 ear	oreli //
40 eye	voli //
41 nose	nas //
43 tooth	dint //
44 tongue	leNgE //
47 knee	zEnoli, jEnoli //
48 hand	man //
51 breast	pet //
53 liver	fiat, fy~at //
54 drink	bevi //
57 see	viodi, vy~odi //
58 hear	sintei //
61 die	murei //
66 come	vi5ei //
72 sun	soreli //
74 star	stelE //
75 water	agE //
77 stone	py~erE //
82 fire	fouk, fuk //
85 path	stradE //
86 mountain	mont, monta5E //
92 night	5ot //
95 full	plen //
96 new	5ouf, 5uf //
100 name	non //",,romance,2477,
"Indo-European,Celtic,Insular,Goidelic","Indo-European,Celtic,NuclearCeltic,TGBCeltic,InsularCeltic,Goidelic,EasternGoidelic",IE.CELTIC,scot1245,gla,gae,,Indo-European,Indo-European,GAELIC_SCOTTISH,{},57.0,False,-4.0,,Gaelic Scottish,28870,2173,False,"GAELIC_SCOTTISH{IE.CELTIC|Indo-European,Celtic,Insular,Goidelic|@Indo-European,Celtic,NuclearCeltic,TGBCeltic,InsularCeltic,Goidelic,EasternGoidelic}
 1   57.00   -4.00       28870   gae   gla
1 I	mi //
2 you	hu //
3 we	Si5 //
11 one	unx~ //
12 two	ta //
18 person	tu5E //
19 fish	i3sk //
21 dog	kh~u //
22 louse	my~i3l //
23 tree	kh~rx~uv //
25 leaf	tuLak //
28 skin	kh~rx~akhy$enx~, kh~rx~aTh~enx~ //
30 blood	fuL //
31 bone	kh~nx~av //
34 horn	axarx~xk~ //
39 ear	kh~lu3s //
40 eye	suL //
41 nose	srx~onx~ //
43 tooth	fy~3kh~EL //
44 tongue	Ch~aNga //
47 knee	klunx~ //
48 hand	lav //
51 breast	khy$ix, Th~ix //
53 liver	axa //
54 drink	ol //
57 see	fakhy$ //
58 hear	kh~lu5 //
61 die	pasEx //
66 come	hy~iky~, hy~iT //
72 sun	krx~i3nx~ //
74 star	rx~iu*nx~aky~, rx~iu*nx~aT //
75 water	uSky~E, uSTE //
77 stone	kh~lax //
82 fire	Ch~e5E //
85 path	rx~ahaj //
86 mountain	py~enx~ //
92 night	oxE //
95 full	lanx~ //
96 new	urx~, nx~u3y //
100 name	a53m //",,celtic,2173,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,WestIberian,Portuguese-Galician","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance",IE.ROMANCE,gali1258,glg,glc,,Indo-European,Indo-European,GALICIAN,{},43.0,False,-8.0,,Galician,2355000,2478,False,"GALICIAN{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,WestIberian,Portuguese-Galician|@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance}
 1   43.00   -8.00     2355000   glc   glg
1 I	 //
2 you	ti //
3 we	nos //
11 one	un //
12 two	dous //
18 person	ome //
19 fish	pEiSe //
21 dog	kan //
22 louse	pioLo //
23 tree	arbore //
25 leaf	foLa //
28 skin	pEl //
30 blood	saNge //
31 bone	oso //
34 horn	korno //
39 ear	orELa //
40 eye	oLo //
41 nose	nari8 //
43 tooth	dEnte //
44 tongue	liNgw~a //
47 knee	SeonLo //
48 hand	man //
51 breast	pEito //
53 liver	figado //
54 drink	beber //
57 see	ber //
58 hear	oir //
61 die	morer //
66 come	bir //
72 sun	sol //
74 star	Estrela //
75 water	auga //
77 stone	pEdra //
82 fire	lume //
85 path	Estrada //
86 mountain	monta5a //
92 night	noite //
95 full	Ceo //
96 new	nobo //
100 name	nome //",,romance,2478,
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Chitral","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Chitral",IE.INDIC,khow1242,khw,khw,,Indo-European,Indo-European,GARAM_CHISHMA_KHOWAR,{},36.0,False,71.54,,Garam Chishma Khowar,289200,2268,False,"GARAM_CHISHMA_KHOWAR{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Chitral|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Chitral}
 1   36.00   71.54      289200   khw   khw
1 I	awa //
2 you	tu //
3 we	spa //
11 one	i //
12 two	ju //
18 person	moS //
19 fish	m3ci //
21 dog	reni //
22 louse	 //
23 tree	kan //
25 leaf	Can //
28 skin	ph~ost //
30 blood	le //
31 bone	%kh~oL // loan from Greek
34 horn	suruNg //
39 ear	kar //
40 eye	xECh~ //
41 nose	nEskar //
43 tooth	don //
44 tongue	ligini //
47 knee	 //
48 hand	bazu //
51 breast	pap //
53 liver	 //
54 drink	pi //
57 see	poSi //
58 hear	kara //
61 die	bri //
66 come	gi //
72 sun	yor //
74 star	istari //
75 water	ux //
77 stone	bot //
82 fire	3Ngar //
85 path	pon //
86 mountain	 //
92 night	Ch~ui //
95 full	 //
96 new	nox //
100 name	nam //",,indic,2268,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,Oc","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,Occitanic",IE.ROMANCE,occi1239,oci,occ,,Indo-European,Indo-European,GASCON,{},43.3,False,0.1,,Gascon,218310,2479,False,"GASCON{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,Oc|@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,Occitanic}
 1   43.30    0.10      218310   occ   oci
1 I	jo, yo //
2 you	ti //
3 we	nuzant~es //
11 one	i //
12 two	dis, dios //
18 person	omi //
19 fish	pES //
21 dog	ka //
22 louse	pedui //
23 tree	arbe //
25 leaf	wueyo, hueyo //
28 skin	pEt //
30 blood	saN //
31 bone	os //
34 horn	korno //
39 ear	aureyo //
40 eye	wey //
41 nose	nas //
43 tooth	dent~ //
44 tongue	leNg~o //
47 knee	Zuy, juL //
48 hand	ma //
51 breast	pupo //
53 liver	hiCe //
54 drink	beore //
57 see	beze //
58 hear	auzi //
61 die	kreba //
66 come	biene //
72 sun	sureL //
74 star	estero //
75 water	aigo //
77 stone	pEiro //
82 fire	huek, wiek //
85 path	kami //
86 mountain	munta5o //
92 night	nwoyt //
95 full	ple //
96 new	nau //
100 name	num //",,romance,2479,
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Kunar","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Kunar,Gawarbatic",IE.INDIC,gawa1247,gwt,,,Indo-European,Indo-European,GAWAR_BATI,{},35.3,False,71.56,,Gawar Bati,9960,2269,False,"GAWAR_BATI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Kunar|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Kunar,Gawarbatic}
 1   35.30   71.56        9960         gwt
1 I	a* //
2 you	tu //
3 we	3m3 //
11 one	y3k //
12 two	du //
18 person	manuS //
19 fish	m3Cot3 //
21 dog	Sun3 //
22 louse	 //
23 tree	mot3 //
25 leaf	f3t3 //
28 skin	g3L //
30 blood	lo //
31 bone	h3duki //
34 horn	SiN //
39 ear	k3mt3 //
40 eye	yicin //
41 nose	nasi //
43 tooth	d3nth~ //
44 tongue	zip //
47 knee	 //
48 hand	ast //
51 breast	hEr3 //
53 liver	 //
54 drink	pi //
57 see	balu //
58 hear	Su*du //
61 die	miru //
66 come	ay3 //
72 sun	suri //
74 star	tar3 //
75 water	au //
77 stone	wat //
82 fire	h3Ngar //
85 path	fanth~ //
86 mountain	 //
92 night	yEl //
95 full	 //
96 new	nuNgi //
100 name	nam //",,indic,2269,
"Austronesian,Malayo-Polynesian,NorthwestSumatra-BarrierIslands","Austronesian,NuclearAustronesian,Malayo-Polynesian,NorthwestSumatra-BarrierIslands",An.NORTHWEST_SUMATRA-BARRIER_ISLANDS,gayo1244,gay,gay,,Austronesian,Austronesian,GAYO,{},4.5,False,97.5,,Gayo,300000,4109,False,"GAYO{An.NORTHWEST_SUMATRA-BARRIER_ISLANDS|Austronesian,Malayo-Polynesian,NorthwestSumatra-BarrierIslands|@Austronesian,NuclearAustronesian,Malayo-Polynesian,NorthwestSumatra-BarrierIslands}
 1    4.50   97.50      300000   gay   gay
1 I	aku //
2 you	ko //
3 we	kit3 //
11 one	sara, sal //
12 two	roa, du3 //
18 person	j3ma //
19 fish	ik3n, gule //
21 dog	asu //
22 louse	kutu //
23 tree	 //
25 leaf	uluN, dun //
28 skin	kulit //
30 blood	rayoh //
31 bone	tul3n //
34 horn	 //
39 ear	k3miriN //
40 eye	mata //
41 nose	iuN //
43 tooth	ipon //
44 tongue	diah //
47 knee	 //
48 hand	pumu //
51 breast	susu //
53 liver	ate //
54 drink	minum //
57 see	munion, muniah //
58 hear	mum3Ne //
61 die	mati //
66 come	di //
72 sun	 //
74 star	bint~aN //
75 water	w3ih, wih //
77 stone	atu //
82 fire	rara //
85 path	d3 ne //
86 mountain	 //
92 night	klam //
95 full	 //
96 new	ayu, b3n //
100 name	g3ral //",,northwestsumatrabarrierislands,4109,
"Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Caspian","Indo-European,Indo-Iranian,Iranian,WesternIranian,NorthwesternIranian,Caspian,Gilaki-Rudbari",IE.IRANIAN,gila1241,glk,gil,,Indo-European,Indo-European,GILAKI,{},37.33,False,50.0,,Gilaki,2770000,2403,False,"GILAKI{IE.IRANIAN|Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Caspian|@Indo-European,Indo-Iranian,Iranian,WesternIranian,NorthwesternIranian,Caspian,Gilaki-Rudbari}
 1   37.33   50.00     2770000   gil   glk
1 I	mEn //
2 you	tu //
3 we	ama //
11 one	i //
12 two	du //
18 person	mErd //
19 fish	mahi //
21 dog	sEg //
22 louse	 //
23 tree	dar, dErEXt //
25 leaf	balg //
28 skin	 //
30 blood	Xun //
31 bone	ostEXan //
34 horn	 //
39 ear	guS //
40 eye	Cum //
41 nose	dEmaq //
43 tooth	gaz //
44 tongue	zEban //
47 knee	zanu //
48 hand	dEst //
51 breast	sinE //
53 liver	 //
54 drink	XurdEn //
57 see	deEn //
58 hear	iSnavEstEn //
61 die	mErdEn //
66 come	amon //
72 sun	XurSid, aftab //
74 star	sEtarE //
75 water	ab //
77 stone	sENg //
82 fire	atES //
85 path	 //
86 mountain	ku //
92 night	SEb //
95 full	 //
96 new	 //
100 name	 //",,iranian,2403,
"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Rajasthani,Unclassified_gju","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,SubcontinentalCentralIndo-Aryan,Gujarati-Rajasthani,Rajasthani,Mewati-Gojri",IE.INDIC,guja1253,gju,goj,,Indo-European,Indo-European,GILGIT_GUJARI,{},35.92,False,74.26,,Gilgit Gujari,992000,2270,False,"GILGIT_GUJARI{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Rajasthani,Unclassified_gju|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,SubcontinentalCentralIndo-Aryan,Gujarati-Rajasthani,Rajasthani,Mewati-Gojri}
 1   35.92   74.26      992000   goj   gju
1 I	hu* //
2 you	tu, tu* //
3 we	h3m //
11 one	Ek //
12 two	do //
18 person	j3no, %admi // Arabic loan
19 fish	m3Ci //
21 dog	kuto //
22 louse	 //
23 tree	ruk //
25 leaf	p3t3r //
28 skin	C3m //
30 blood	r3t //
31 bone	h3di //
34 horn	siNg //
39 ear	k3n //
40 eye	3kh~ //
41 nose	nas //
43 tooth	d3nd //
44 tongue	jib //
47 knee	 //
48 hand	 //
51 breast	sin3 //
53 liver	 //
54 drink	pi //
57 see	dekh~ //
58 hear	son, su*n //
61 die	mar //
66 come	a //
72 sun	di* //
74 star	tara //
75 water	pani //
77 stone	g3ti //
82 fire	3g //
85 path	ra //
86 mountain	 //
92 night	rat //
95 full	 //
96 new	no*i* //
100 name	na* //",,indic,2270,
"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic",IE.INDIC,shin1264,scl,sna,,Indo-European,Indo-European,GILGIT_SHINA,{},36.0,False,74.0,,Gilgit Shina,562400,2271,False,"GILGIT_SHINA{IE.INDIC|Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina|@Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic}
 1   36.00   74.00      562400   sna   scl
1 I	%moh // loan from Urdu
2 you	%tu // loan from Urdu
3 we	bEh //
11 one	%Ek // loan from Urdu
12 two	%du // loan from Urdu
18 person	 //
19 fish	Ch~umo //
21 dog	Su* //
22 louse	 //
23 tree	tom //
25 leaf	poto //
28 skin	Com //
30 blood	 //
31 bone	o*ti //
34 horn	SiN // loan from Urdu
39 ear	kon //
40 eye	oCh~i, oSi //
41 nose	noto //
43 tooth	don //
44 tongue	jip //
47 knee	 //
48 hand	 //
51 breast	titiro //
53 liver	 //
54 drink	 //
57 see	 //
58 hear	 //
61 die	 //
66 come	 //
72 sun	%suri // loan from Urdu
74 star	%toro // probably loan from Urdu
75 water	wei //
77 stone	both~ //
82 fire	hogor, ogor //
85 path	pon //
86 mountain	 //
92 night	roti // loan from Urdu
95 full	 //
96 new	%no*u // loan from Urdu or Pashto
100 name	%nom // loan from Urdu",,indic,2271,
"Indo-European,Germanic,North,EastScandinavian,Danish-Swedish,Danish-Bokmal","Indo-European,Germanic,NorthwestGermanic,NorthGermanic,WestScandinavian",IE.GERMANIC,norw1258,nor,,,Indo-European,Indo-European,GJESTAL_NORWEGIAN,{},61.0,False,8.0,,Gjestal Norwegian,4741780,2191,False,"GJESTAL_NORWEGIAN{IE.GERMANIC|Indo-European,Germanic,North,EastScandinavian,Danish-Swedish,Danish-Bokmal|@Indo-European,Germanic,NorthwestGermanic,NorthGermanic,WestScandinavian}
 1   61.00    8.00     4741780         nor
1 I	Eg //
2 you	 //
3 we	me //
11 one	en //
12 two	to //
18 person	menesye //
19 fish	fisk //
21 dog	hon //
22 louse	lus //
23 tree	tre //
25 leaf	bla //
28 skin	syin //
30 blood	blo //
31 bone	bEin //
34 horn	 //
39 ear	Eyra //
40 eye	aua //
41 nose	nase //
43 tooth	ton //
44 tongue	toNa //
47 knee	 //
48 hand	hon //
51 breast	 //
53 liver	livr //
54 drink	drika //
57 see	syo //
58 hear	hEyra //
61 die	dEy //
66 come	koma //
72 sun	sol //
74 star	syEdna //
75 water	vaten //
77 stone	steiden //
82 fire	el //
85 path	veg //
86 mountain	fyedel //
92 night	not //
95 full	 //
96 new	nie //
100 name	nabn //",,germanic,2191,
